player;card_1;card_2;card_3;result_0;result_1;result_2;result_3;result_4;result_5;result_6;result_7;result_8;round
Namse;Remote Farm;Serra Avenger;Celestial Flare;00;00;00;00;02;02;06;02;00;135
Silver Seraph;Tropical Island;Swarm Shambler;Daze;06;00;03;00;01;02;03;01;00;135
lollonator;Black Lotus;Black Lotus;Lodestone Golem;06;03;00;06;00;00;00;02;03;135
Master_of_Desaster;Havenwood Battleground;Durkwood Baloth;Crashing Footfalls;06;06;00;00;06;00;00;00;00;135
Optimiert;Karakas;The Tabernacle at Pendrell Vale;Isamaru, Hound of Konda;02;04;06;00;00;00;06;00;00;135
Michael W;Maze of Ith;Nullhide Ferox;Hollow Trees;02;02;06;06;06;00;02;06;00;135
BlackHole;Black Lotus;Phyrexian Dreadnought;Stifle;00;03;06;06;00;02;00;02;06;135
The Beast;The Tabernacle at Pendrell Vale;City of Traitors;Lupine Prototype;02;04;02;06;06;00;02;00;06;135
hug77;Icatian Store;Realm-Cloaked Giant // Cast Off;Stonecoil Serpent;06;06;03;06;06;06;00;00;00;135
