player;card_1;card_2;card_3;result_0;result_1;result_2;result_3;result_4;result_5;result_6;result_7;result_8;round
Namse;The Tabernacle at Pendrell Vale;Bottomless Vault;Spawning Pool;00;02;00;00;00;00;00;00;00;79
Master_of_Desaster;Dwarven Hold;Searing Touch;Searing Touch;02;00;06;06;00;00;00;00;06;79
The Beast;Subterranean Hangar;Cavern of Souls;Prodigal Sorcerer;06;00;00;00;06;00;06;00;06;79
lordfire;Rushwood Grove;Skylasher;Leaf Arrow;06;00;06;00;06;00;06;00;06;79
Michael W;The Tabernacle at Pendrell Vale;Dwarven Hold;Dark Depths;06;06;00;00;00;00;00;00;00;79
BlackHole;Yavimaya Hollow;Rushwood Grove;Wilson, Refined Grizzly;06;06;06;06;06;00;06;06;06;79
hug77;Chancellor of the Annex;Rushwood Grove;Toski, Bearer of Secrets;06;06;00;00;06;00;00;00;00;79
lollonator;Dwarven Hold;Torch Breath;Chandra, Awakened Inferno;06;06;06;06;06;00;06;00;06;79
P0LTERGEIST;Nightshade Stinger;Chancellor of the Annex;Cavern of Souls;06;00;00;00;06;00;06;00;00;79
