player;card_1;card_2;card_3;result_0;result_1;result_2;result_3;result_4;result_5;result_6;result_7;result_8;round
Namse;Mishra's Workshop;Ensnaring Bridge;Scalding Tongs;00;06;00;02;06;06;06;06;06;74
lollonator;City of Traitors;Isochron Scepter;Geth's Verdict;00;00;00;00;00;06;02;02;06;74
Michael W;Karakas;Serra Ascendant;Fragmentize;06;06;00;06;03;03;02;02;01;74
hug77;Cavern of Souls;Hexdrinker;Wasteland;02;06;00;00;03;06;06;06;06;74
BlackHole;Black Lotus;Dark Depths;Vampire Hexmage;00;06;03;03;00;00;04;04;06;74
Master_of_Desaster;Leyline of Singularity;Karakas;Mishra's Factory;00;00;03;00;06;00;01;01;03;74
The Beast;The Tabernacle at Pendrell Vale;Inkmoth Nexus;Wasteland;00;02;02;00;01;04;00;02;06;74
P0LTERGEIST;Wasteland;The Tabernacle at Pendrell Vale;Inkmoth Nexus;00;02;02;00;01;04;02;00;06;74
lordfire;The Tabernacle at Pendrell Vale;Treetop Village;Yavimaya, Cradle of Growth;00;00;04;00;00;03;00;00;00;74
