player;card_1;card_2;card_3;result_0;result_1;result_2;result_3;result_4;result_5;result_6;result_7;result_8;round
Namse;Chancellor of the Dross;Chancellor of the Dross;Chancellor of the Dross;00;06;00;06;03;00;00;00;00;68
Michael W;Tolarian Academy;Karn Liberated;Tezzeret, Betrayer of Flesh;00;00;00;03;00;00;06;06;03;68
lollonator;Force of Will;Snapback;Wasteland;06;06;00;06;00;02;06;06;02;68
BlackHole;Near-Death Experience;Pact of Negation;Force of Negation;00;03;00;00;00;00;06;06;00;68
P0LTERGEIST;Chancellor of the Dross;Chancellor of the Dross;Chancellor of the Dross;03;06;06;06;00;00;01;03;03;68
The Beast;Galvanic Blast;Galvanic Blast;Galvanic Blast;06;06;02;06;06;00;02;02;00;68
Kratos Aurion;Black Lotus;Black Lotus;Angel of Sanctions;06;00;00;00;04;02;00;02;00;68
IMP;Black Lotus;Colossus Hammer;Kor Outfitter;06;00;00;00;03;02;02;00;00;68
hug77;Force of Will;Snapback;Chancellor of the Dross;06;03;02;06;03;06;06;06;00;68
