player;card_1;card_2;card_3;result_0;result_1;result_2;result_3;result_4;result_5;result_6;result_7;result_8;round
Namse;Black Lotus;Lurrus of the Dream-Den;Dauthi Voidwalker;00;03;03;02;06;06;06;06;06;27
The Beast;Aeve, Progenitor Ooze;Black Lotus;Argivian Find;03;00;02;06;00;00;06;06;06;27
Michael W;Black Lotus;Reconstruction;Aeve, Progenitor Ooze;03;02;00;06;00;00;06;06;06;27
Master_of_Desaster;Saprazzan Cove;Subtlety;Misthollow Griffin;02;00;00;00;00;00;06;02;06;27
hug77;The Tabernacle at Pendrell Vale;Icatian Store;Serra's Emissary;00;06;06;06;00;06;06;00;06;27
P0LTERGEIST;Noxious Revival;Black Lotus;Endurance;00;06;06;06;00;00;02;00;02;27
lollonator;Mishra's Workshop;Sparkhunter Masticore;Blazing Rootwalla;00;00;00;00;00;02;00;00;02;27
NumiChan;Black Lotus;Lurrus of the Dream-Den;Ravenous Squirrel;00;00;00;02;06;06;06;00;01;27
The green one;Karakas;Zabaz, the Glimmerwasp;Arcbound Mouser;00;00;00;00;00;02;02;04;00;27
