player;card_1;card_2;card_3;result_0;result_1;result_2;result_3;result_4;result_5;result_6;result_7;result_8;round
Namse;Forest;Durkwood Baloth;Durkwood Baloth;00;00;00;00;06;02;02;06;06;33
Michael W;Sandstone Needle;City of Traitors;Yidaro, Wandering Monster;06;00;00;00;06;06;06;06;06;33
The Beast;Mishra's Workshop;Mishra's Workshop;Leveler;06;06;00;00;00;06;06;06;00;33
Bongoking;Maze of Ith;Pardic Dragon;Sandstone Needle;06;06;06;00;02;06;06;00;00;33
BlackHole;Chancellor of the Forge;Island;Foil;00;00;06;02;00;00;00;00;04;33
lollonator;Mountain;Keldon Halberdier;Keldon Halberdier;02;00;00;00;06;00;02;00;06;33
hug77;Forest;Durkwood Baloth;Durkwood Baloth;02;00;00;00;06;02;00;06;06;33
P0LTERGEIST;Mercadian Bazaar;Ravenous Baboons;Fury;00;00;00;06;06;06;00;00;06;33
The green one;Darksteel Reactor;The Tabernacle at Pendrell Vale;Mercadian Bazaar;00;00;06;06;01;00;00;00;00;33
