player;card_1;card_2;card_3;result_0;result_1;result_2;result_3;result_4;result_5;result_6;result_7;result_8;round
Namse;Black Lotus;Anurid Scavenger;Sprouting Renewal;00;00;04;00;03;06;06;00;00;123
Schniggi;Epochrasite;Disruptor Flute;City of Traitors;06;00;06;06;06;06;06;03;03;123
lollonator;Isochron Scepter;Geth's Verdict;City of Traitors;01;00;00;00;00;00;06;00;00;123
Silver Seraph;Lion's Eye Diamond;Shelldock Isle;Ulamog, the Infinite Gyre;06;00;06;00;06;00;06;02;00;123
The Beast;Sanctum of Stone Fangs;Sheoldred's Edict;Peat Bog;03;00;06;00;00;06;06;00;00;123
Michael W;Mishra's Workshop;Scalding Tongs;Pithing Needle;00;00;06;06;00;00;06;00;00;123
BlackHole;Black Lotus;Prodigal Sorcerer;Mental Misstep;00;00;00;00;00;00;00;00;06;123
Master_of_Desaster;Black Lotus;Liliana of the Veil;Nether Spirit;06;03;06;02;06;06;06;00;03;123
hug77;Black Lotus;Curse of Silence;Skrelv's Hive;06;03;06;06;06;06;00;03;00;123
