player;card_1;card_2;card_3;result_0;result_1;result_2;result_3;result_4;result_5;result_6;result_7;result_8;round
Namse;Meddling Mage;Volrath's Stronghold;Necrotic Sliver;00;06;06;06;00;06;03;06;06;23
NumiChan;Vampire Hexmage;Dark Depths;Urborg, Tomb of Yawgmoth;00;00;06;00;00;00;00;06;00;23
Vhaleru;Mana Leak;Mirari's Wake;Progenitus;00;00;00;00;00;00;00;06;00;23
hoempes;Standard Bearer;Saheeli Rai;Felidar Guardian;00;06;06;00;06;03;00;06;02;23
lollonator;Silent Departure;Lingering Souls;Firebolt;06;06;06;00;00;00;00;06;06;23
Michael W;Saheeli Rai;Felidar Guardian;Rip Apart;00;06;06;03;06;00;00;06;02;23
hug77;Anurid Scavenger;Castigate;Vindicate;03;06;06;06;06;06;00;06;02;23
The Beast;Raven's Crime;Sneak Attack;Emrakul, the Aeons Torn;00;00;00;00;00;00;00;00;00;23
The green one;Lightning Bolt;Angrath's Rampage;Snapcaster Mage;00;06;06;02;00;02;02;06;00;23
