player;card_1;card_2;card_3;result_0;result_1;result_2;result_3;result_4;result_5;result_6;result_7;result_8;round
Namse;Orzhov Basilica;Volrath's Stronghold;Necrotic Sliver;00;00;06;00;06;06;06;00;06;20
Michael W;Elvish Spirit Guide;Elvish Spirit Guide;Mayor of Avabruck;06;00;03;06;00;00;00;06;06;20
BlackHole;Tropical Island;Daze;Old-Growth Dryads;00;03;00;06;00;01;06;00;00;20
The green one;Peat Bog;Bitterblossom;Sanctum of Stone Fangs;06;00;00;00;06;06;06;00;06;20
hug77;Chancellor of the Forge;Force of Will;Snapback;00;06;06;00;00;02;06;00;00;20
lollonator;Memnite;Snapback;Force of Will;00;06;04;00;02;00;04;00;00;20
Hoempes;Mishra's Workshop;Ensnaring Bridge;Scalding Tongs;00;06;00;00;00;01;00;00;06;20
P0LTERGEIST;Wasteland;Mishra's Factory;Inkmoth Nexus;06;00;06;06;06;06;06;00;06;20
Master_of_Desaster;Bottomless Vault;Maze of Ith;Emrakul, the Aeons Torn;00;00;06;00;06;06;00;00;00;20
